Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Segment
16045,332,1,7.44,1,2,1,121,4,At Risk/Churn
16046,33,5,190.97000000000003,4,4,4,444,12,Champions
16047,3,7,184.55,4,4,4,444,12,Champions
16048,26,4,36.24,4,4,3,443,11,Champions
16049,5,18,488.67,4,4,4,444,12,Champions
16050,332,1,8.51,1,2,1,121,4,At Risk/Churn
16051,332,1,3.9,1,2,1,121,4,At Risk/Churn
16052,18,24,338.76,4,4,4,444,12,Champions
16053,332,1,4.38,1,2,1,121,4,At Risk/Churn
16054,141,1,86.45,2,2,4,224,8,Loyal Customers
16055,332,1,5.62,1,2,1,121,4,At Risk/Churn
16056,2,12,142.75,4,4,4,444,12,Champions
16057,49,10,183.66,3,4,4,344,11,Champions
16058,10,5,90.48,4,4,4,444,12,Champions
16059,5,16,412.47,4,4,4,444,12,Champions
16060,82,1,7.77,3,2,1,321,6,Loyal Customers
16061,4,13,317.62,4,4,4,444,12,Champions
16062,12,27,802.64,4,4,4,444,12,Champions
16063,220,2,51.53,2,3,3,233,8,Loyal Customers
16064,10,7,29.5,4,4,3,443,11,Champions
16065,250,2,38.39000000000001,1,3,3,133,7,Loyal Customers
16066,97,1,7.1,3,2,1,321,6,Loyal Customers
16067,49,18,379.48,3,4,4,344,11,Champions
16068,14,13,124.54,4,4,4,444,12,Champions
16069,27,6,73.11,4,4,4,444,12,Champions
16070,33,5,140.94,4,4,4,444,12,Champions
16071,25,20,260.7,4,4,4,444,12,Champions
16072,95,8,116.3,3,4,4,344,11,Champions
16073,63,11,157.61,3,4,4,344,11,Champions
16074,12,5,162.97,4,4,4,444,12,Champions
16075,52,10,239.52,3,4,4,344,11,Champions
16076,12,14,397.52,4,4,4,444,12,Champions
16077,45,7,798.13,4,4,4,444,12,Champions
16078,10,5,69.24,4,4,4,444,12,Champions
16079,27,7,122.22,4,4,4,444,12,Champions
16080,117,3,103.72999999999999,3,4,4,344,11,Champions
16081,113,7,87.35,3,4,4,344,11,Champions
16082,13,8,186.91000000000003,4,4,4,444,12,Champions
16083,74,4,33.54,3,4,3,343,10,Champions
16084,33,3,43.28,4,4,3,443,11,Champions
16085,363,1,9.25,1,2,1,121,4,At Risk/Churn
16086,65,5,142.04,3,4,4,344,11,Champions
16087,128,2,19.32,2,3,2,232,7,Loyal Customers
16088,6,13,153.49,4,4,4,444,12,Champions
16089,118,3,29.779999999999998,3,4,3,343,10,Champions
16090,5,3,50.07,4,4,3,443,11,Champions
16091,226,3,36.65,2,4,3,243,9,Champions
16092,148,4,22.2,2,4,2,242,8,Loyal Customers
16093,1,14,320.98,4,4,4,444,12,Champions
16094,134,8,80.99000000000001,2,4,4,244,10,Champions
16095,111,3,88.59,3,4,4,344,11,Champions
16096,363,1,17.66,1,2,2,122,5,At Risk/Churn
16097,222,2,4.1,2,3,1,231,6,Loyal Customers
16098,10,15,362.13,4,4,4,444,12,Champions
16099,12,8,70.63,4,4,4,444,12,Champions
16100,67,7,331.39,3,4,4,344,11,Champions
16101,16,26,1018.09,4,4,4,444,12,Champions
16102,109,2,17.4,3,3,2,332,8,Loyal Customers
16103,20,9,428.99,4,4,4,444,12,Champions
16104,77,4,17.83,3,4,2,342,9,Champions
16105,251,1,7.42,1,2,1,121,4,At Risk/Churn
16106,200,3,84.11,2,4,4,244,10,Champions
16107,51,2,9.48,3,3,1,331,7,Loyal Customers
16108,174,3,19.71,2,4,2,242,8,Loyal Customers
16109,148,1,6.74,2,2,1,221,5,At Risk/Churn
16110,18,2,2.32,4,3,1,431,8,Loyal Customers
16111,193,1,10.2,2,2,2,222,6,Loyal Customers
16112,14,17,142.01,4,4,4,444,12,Champions
16113,12,11,124.67,4,4,4,444,12,Champions
16114,148,1,5.62,2,2,1,221,5,At Risk/Churn
16115,8,3,56.13,4,4,3,443,11,Champions
16116,16,5,71.79,4,4,4,444,12,Champions
16117,73,13,122.58,3,4,4,344,11,Champions
16118,3,14,145.53,4,4,4,444,12,Champions
16119,23,5,44.51,4,4,3,443,11,Champions
16120,363,1,2.76,1,2,1,121,4,At Risk/Churn
16121,363,1,7.68,1,2,1,121,4,At Risk/Churn
16122,25,14,459.27,4,4,4,444,12,Champions
16123,45,11,700.98,4,4,4,444,12,Champions
16124,363,1,44.27,1,2,3,123,6,Loyal Customers
16125,18,12,287.45,4,4,4,444,12,Champions
16126,46,4,33.5,3,4,3,343,10,Champions
16127,13,8,180.54,4,4,4,444,12,Champions
16128,363,1,3.52,1,2,1,121,4,At Risk/Churn
16129,53,10,77.74,3,4,4,344,11,Champions
16130,27,15,476.6,4,4,4,444,12,Champions
16131,37,2,7.85,4,3,1,431,8,Loyal Customers
16132,67,3,245.06,3,4,4,344,11,Champions
16133,263,2,27.259999999999998,1,3,3,133,7,Loyal Customers
16134,363,1,7.3,1,2,1,121,4,At Risk/Churn
16135,57,9,423.83000000000004,3,4,4,344,11,Champions
16136,66,4,43.660000000000004,3,4,3,343,10,Champions
16137,363,1,6.92,1,2,1,121,4,At Risk/Churn
16138,33,12,350.49,4,4,4,444,12,Champions
16139,357,2,64.49,1,3,4,134,8,Loyal Customers
16140,363,1,10.32,1,2,2,122,5,At Risk/Churn
16141,3,29,628.76,4,4,4,444,12,Champions
16142,142,2,45.349999999999994,2,3,3,233,8,Loyal Customers
16143,22,3,20.35,4,4,2,442,10,Champions
16144,2,30,572.47,4,4,4,444,12,Champions
16145,46,3,76.92,3,4,4,344,11,Champions
16146,77,3,75.18,3,4,4,344,11,Champions
16147,81,1,137.65,3,2,4,324,9,Champions
16148,21,4,164.71,4,4,4,444,12,Champions
16149,13,10,251.17000000000002,4,4,4,444,12,Champions
16150,54,7,215.31,3,4,4,344,11,Champions
16151,276,1,11.93,1,2,2,122,5,At Risk/Churn
16152,13,7,345.03999999999996,4,4,4,444,12,Champions
16153,173,3,75.64,2,4,4,244,10,Champions
16154,12,16,1780.1100000000001,4,4,4,444,12,Champions
16155,256,2,43.35,1,3,3,133,7,Loyal Customers
16156,32,11,625.91,4,4,4,444,12,Champions
16157,2,14,357.89,4,4,4,444,12,Champions
16158,47,2,12.12,3,3,2,332,8,Loyal Customers
16159,363,1,14.01,1,2,2,122,5,At Risk/Churn
16160,276,1,25.29,1,2,3,123,6,Loyal Customers
16161,10,8,165.38,4,4,4,444,12,Champions
16162,192,1,17.57,2,2,2,222,6,Loyal Customers
16163,124,2,32.54,2,3,3,233,8,Loyal Customers
16164,55,3,102.55,3,4,4,344,11,Champions
16165,276,1,12.469999999999999,1,2,2,122,5,At Risk/Churn
16166,276,1,3.27,1,2,1,121,4,At Risk/Churn
16167,257,2,15.760000000000002,1,3,2,132,6,Loyal Customers
16168,129,6,254.37,2,4,4,244,10,Champions
16169,208,3,24.22,2,4,3,243,9,Champions
16170,79,10,71.29,3,4,4,344,11,Champions
16171,18,2,106.34,4,3,4,434,11,Champions
16172,100,3,26.41,3,4,3,343,10,Champions
16173,109,9,370.17,3,4,4,344,11,Champions
16174,27,14,187.39999999999998,4,4,4,444,12,Champions
16175,141,5,36.78,2,4,3,243,9,Champions
16176,53,13,310.95,3,4,4,344,11,Champions
16177,13,22,1075.28,4,4,4,444,12,Champions
16178,3,4,30.29,4,4,3,443,11,Champions
16179,85,5,154.7,3,4,4,344,11,Champions
16180,20,8,455.5,4,4,4,444,12,Champions
16181,276,1,32.29,1,2,3,123,6,Loyal Customers
16182,216,3,29.89,2,4,3,243,9,Champions
16183,276,1,33.8,1,2,3,123,6,Loyal Customers
16184,110,4,315.90999999999997,3,4,4,344,11,Champions
16185,87,4,34.75,3,4,3,343,10,Champions
16186,20,11,489.56,4,4,4,444,12,Champions
16187,101,1,8.69,3,2,1,321,6,Loyal Customers
16188,232,1,8.31,2,2,1,221,5,At Risk/Churn
16189,10,5,28.319999999999997,4,4,3,443,11,Champions
16190,276,2,18.38,1,3,2,132,6,Loyal Customers
16191,165,6,34.02,2,4,3,243,9,Champions
16192,12,22,455.51,4,4,4,444,12,Champions
16193,2,10,244.70999999999998,4,4,4,444,12,Champions
16194,13,11,152.43,4,4,4,444,12,Champions
16195,100,1,4.43,3,2,1,321,6,Loyal Customers
16196,100,3,50.36,3,4,3,343,10,Champions
16197,9,4,39.84,4,4,3,443,11,Champions
16198,77,2,14.05,3,3,2,332,8,Loyal Customers
16199,266,1,13.25,1,2,2,122,5,At Risk/Churn
16200,62,2,74.98,3,3,4,334,10,Champions
16201,48,2,27.2,3,3,3,333,9,Champions
16202,203,1,37.0,2,2,3,223,7,Loyal Customers
16203,70,2,22.35,3,3,2,332,8,Loyal Customers
16204,99,1,29.64,3,2,3,323,8,Loyal Customers
16205,99,2,35.49,3,3,3,333,9,Champions
16206,76,2,28.08,3,3,3,333,9,Champions
16207,99,1,10.98,3,2,2,322,7,Loyal Customers
16208,45,2,17.6,4,3,2,432,9,Champions
16209,6,2,37.5,4,3,3,433,10,Champions
16210,34,2,7.359999999999999,4,3,1,431,8,Loyal Customers
16211,99,1,17.05,3,2,2,322,7,Loyal Customers
16212,99,2,9.399999999999999,3,3,1,331,7,Loyal Customers
16213,6,4,41.55,4,4,3,443,11,Champions
16214,36,7,241.11,4,4,4,444,12,Champions
16215,70,1,31.12,3,2,3,323,8,Loyal Customers
16216,3,2,43.5,4,3,3,433,10,Champions
16217,98,1,29.03,3,2,3,323,8,Loyal Customers
16218,42,4,67.94,4,4,4,444,12,Champions
16219,98,1,4.67,3,2,1,321,6,Loyal Customers
16220,144,1,17.47,2,2,2,222,6,Loyal Customers
16221,97,2,10.52,3,3,2,332,8,Loyal Customers
16222,97,1,3.56,3,2,1,321,6,Loyal Customers
16223,4,4,30.21,4,4,3,443,11,Champions
16224,296,1,2.13,1,2,1,121,4,At Risk/Churn
16225,10,3,28.549999999999997,4,4,3,443,11,Champions
16226,97,1,2.17,3,2,1,321,6,Loyal Customers
16227,97,1,7.38,3,2,1,321,6,Loyal Customers
16228,97,3,41.23,3,4,3,343,10,Champions
16229,97,1,1.82,3,2,1,321,6,Loyal Customers
16230,97,1,46.59,3,2,3,323,8,Loyal Customers
16231,16,4,27.11,4,4,3,443,11,Champions
16232,264,2,52.849999999999994,1,3,3,133,7,Loyal Customers
16233,41,2,13.68,4,3,2,432,9,Champions
16234,13,1,5.12,4,2,1,421,7,Loyal Customers
16235,96,1,10.1,3,2,1,321,6,Loyal Customers
16236,94,1,5.79,3,2,1,321,6,Loyal Customers
16237,17,3,110.86,4,4,4,444,12,Champions
16238,52,2,11.18,3,3,2,332,8,Loyal Customers
16239,95,1,7.9,3,2,1,321,6,Loyal Customers
16240,95,1,29.36,3,2,3,323,8,Loyal Customers
16241,45,1,2.06,4,2,1,421,7,Loyal Customers
16242,95,1,2.39,3,2,1,321,6,Loyal Customers
16243,95,1,2.11,3,2,1,321,6,Loyal Customers
16244,95,1,11.87,3,2,2,322,7,Loyal Customers
16245,42,1,7.98,4,2,1,421,7,Loyal Customers
16246,17,1,4.38,4,2,1,421,7,Loyal Customers
16247,96,1,0.87,3,2,1,321,6,Loyal Customers
16248,96,1,8.99,3,2,1,321,6,Loyal Customers
16249,4,4,24.939999999999998,4,4,3,443,11,Champions
16250,10,3,25.35,4,4,3,443,11,Champions
16251,96,1,9.27,3,2,1,321,6,Loyal Customers
16252,96,1,35.66,3,2,3,323,8,Loyal Customers
16253,4,1,306.83,4,2,4,424,10,Champions
16254,1,3,19.17,4,4,2,442,10,Champions
16255,18,2,5.19,4,3,1,431,8,Loyal Customers
16256,96,1,3.0599999999999996,3,2,1,321,6,Loyal Customers
16257,96,1,56.660000000000004,3,2,3,323,8,Loyal Customers
16258,96,1,7.07,3,2,1,321,6,Loyal Customers
16259,10,2,29.09,4,3,3,433,10,Champions
16260,95,1,14.850000000000001,3,2,2,322,7,Loyal Customers
16261,15,2,13.639999999999999,4,3,2,432,9,Champions
16262,38,5,106.71,4,4,4,444,12,Champions
16263,93,1,14.8,3,2,2,322,7,Loyal Customers
16264,93,1,1.88,3,2,1,321,6,Loyal Customers
16265,93,1,12.120000000000001,3,2,2,322,7,Loyal Customers
16266,93,1,5.52,3,2,1,321,6,Loyal Customers
16267,95,1,9.99,3,2,1,321,6,Loyal Customers
16268,41,2,2.24,4,3,1,431,8,Loyal Customers
16269,44,2,38.7,4,3,3,433,10,Champions
16270,11,2,61.72,4,3,3,433,10,Champions
16271,325,1,1.75,1,2,1,121,4,At Risk/Churn
16272,52,2,20.85,3,3,2,332,8,Loyal Customers
16273,68,2,10.04,3,3,1,331,7,Loyal Customers
16274,111,1,26.49,3,2,3,323,8,Loyal Customers
16275,49,1,25.560000000000002,3,2,3,323,8,Loyal Customers
16276,83,1,24.630000000000003,3,2,3,323,8,Loyal Customers
16277,10,1,35.22,4,2,3,423,9,Champions
16278,94,1,23.439999999999998,3,2,2,322,7,Loyal Customers
16279,94,1,22.369999999999997,3,2,2,322,7,Loyal Customers
16280,70,1,8.99,3,2,1,321,6,Loyal Customers
16281,94,1,19.12,3,2,2,322,7,Loyal Customers
16282,20,2,25.83,4,3,3,433,10,Champions
16283,94,2,8.76,3,3,1,331,7,Loyal Customers
16284,93,1,24.38,3,2,3,323,8,Loyal Customers
16285,22,2,31.29,4,3,3,433,10,Champions
16286,78,1,10.61,3,2,2,322,7,Loyal Customers
16287,20,3,20.73,4,4,2,442,10,Champions
16288,37,4,39.650000000000006,4,4,3,443,11,Champions
16289,93,1,10.97,3,2,2,322,7,Loyal Customers
16290,18,6,162.15,4,4,4,444,12,Champions
16291,93,1,5.79,3,2,1,321,6,Loyal Customers
16292,13,3,37.910000000000004,4,4,3,443,11,Champions
16293,19,2,12.31,4,3,2,432,9,Champions
16294,143,1,11.65,2,2,2,222,6,Loyal Customers
16295,19,1,9.75,4,2,1,421,7,Loyal Customers
16296,19,2,10.469999999999999,4,3,2,432,9,Champions
16297,76,2,81.7,3,3,4,334,10,Champions
16298,93,1,1.09,3,2,1,321,6,Loyal Customers
16299,18,2,10.45,4,3,2,432,9,Champions
16300,93,1,8.37,3,2,1,321,6,Loyal Customers
16301,93,1,16.33,3,2,2,322,7,Loyal Customers
16302,93,1,4.43,3,2,1,321,6,Loyal Customers
16303,93,1,9.13,3,2,1,321,6,Loyal Customers
16304,13,7,103.05,4,4,4,444,12,Champions
16305,93,1,11.79,3,2,2,322,7,Loyal Customers
16306,93,1,7.15,3,2,1,321,6,Loyal Customers
16307,2,4,49.14,4,4,3,443,11,Champions
16308,93,2,15.0,3,3,2,332,8,Loyal Customers
16309,11,1,35.35,4,2,3,423,9,Champions
16310,357,1,8.32,1,2,1,121,4,At Risk/Churn
16311,52,4,27.52,3,4,3,343,10,Champions
16312,357,1,22.48,1,2,2,122,5,At Risk/Churn
16313,22,3,52.55,4,4,3,443,11,Champions
16314,50,4,108.28,3,4,4,344,11,Champions
16315,326,1,10.06,1,2,1,121,4,At Risk/Churn
16316,42,1,68.83,4,2,4,424,10,Champions
16317,82,3,26.950000000000003,3,4,3,343,10,Champions
16318,236,1,20.05,2,2,2,222,6,Loyal Customers
16319,80,1,5.79,3,2,1,321,6,Loyal Customers
16320,266,1,4.25,1,2,1,121,4,At Risk/Churn
16321,80,1,11.87,3,2,2,322,7,Loyal Customers
16322,80,1,4.49,3,2,1,321,6,Loyal Customers
16323,326,1,4.02,1,2,1,121,4,At Risk/Churn
16324,81,2,25.38,3,3,3,333,9,Champions
16325,326,1,28.840000000000003,1,2,3,123,6,Loyal Customers
16326,78,3,19.75,3,4,2,342,9,Champions
16327,74,1,30.67,3,2,3,323,8,Loyal Customers
16328,297,1,17.03,1,2,2,122,5,At Risk/Churn
16329,15,2,29.919999999999998,4,3,3,433,10,Champions
16330,113,1,12.5,3,2,2,322,7,Loyal Customers
16331,144,1,14.25,2,2,2,222,6,Loyal Customers
16332,144,1,9.68,2,2,1,221,5,At Risk/Churn
16333,80,1,4.02,3,2,1,321,6,Loyal Customers
16334,144,2,8.799999999999999,2,3,1,231,6,Loyal Customers
16335,44,1,14.18,4,2,2,422,8,Loyal Customers
16336,64,2,35.61,3,3,3,333,9,Champions
16337,175,1,9.75,2,2,1,221,5,At Risk/Churn
16338,175,1,26.11,2,2,3,223,7,Loyal Customers
16339,175,1,5.12,2,2,1,221,5,At Risk/Churn
16340,205,1,17.5,2,2,2,222,6,Loyal Customers
16341,175,2,11.08,2,3,2,232,7,Loyal Customers
16342,4,2,13.969999999999999,4,3,2,432,9,Champions
16343,205,1,19.599999999999998,2,2,2,222,6,Loyal Customers
16344,205,1,9.93,2,2,1,221,5,At Risk/Churn
16345,205,1,32.980000000000004,2,2,3,223,7,Loyal Customers
16346,32,4,248.66,4,4,4,444,12,Champions
16347,205,1,8.51,2,2,1,221,5,At Risk/Churn
16348,205,1,11.38,2,2,2,222,6,Loyal Customers
16349,324,1,44.76,1,2,3,123,6,Loyal Customers
16350,1,3,70.59,4,4,4,444,12,Champions
16351,112,2,63.81,3,3,4,334,10,Champions
16352,15,2,25.16,4,3,3,433,10,Champions
16353,236,1,8.12,2,2,1,221,5,At Risk/Churn
16354,49,1,11.65,3,2,2,322,7,Loyal Customers
16355,144,1,12.35,2,2,2,222,6,Loyal Customers
16356,43,3,37.620000000000005,4,4,3,443,11,Champions
16357,174,1,14.49,2,2,2,222,6,Loyal Customers
16358,32,3,27.28,4,4,3,443,11,Champions
16359,52,1,3.41,3,2,1,321,6,Loyal Customers
16360,16,4,45.13,4,4,3,443,11,Champions
16361,4,2,27.83,4,3,3,433,10,Champions
16362,20,2,36.2,4,3,3,433,10,Champions
16363,38,3,23.45,4,4,2,442,10,Champions
16364,11,8,117.03999999999999,4,4,4,444,12,Champions
16365,113,1,33.629999999999995,3,2,3,323,8,Loyal Customers
16366,64,2,18.15,3,3,2,332,8,Loyal Customers
16367,113,2,16.0,3,3,2,332,8,Loyal Customers
16368,144,1,2.06,2,2,1,221,5,At Risk/Churn
16369,144,1,5.29,2,2,1,221,5,At Risk/Churn
16370,113,2,12.54,3,3,2,332,8,Loyal Customers
16371,44,1,124.13000000000001,4,2,4,424,10,Champions
16372,11,3,41.65,4,4,3,443,11,Champions
16373,16,4,73.78,4,4,4,444,12,Champions
16374,83,1,7.88,3,2,1,321,6,Loyal Customers
16375,83,1,7.29,3,2,1,321,6,Loyal Customers
16376,52,1,12.82,3,2,2,322,7,Loyal Customers
16377,12,1,5.59,4,2,1,421,7,Loyal Customers
16378,4,6,357.0,4,4,4,444,12,Champions
16379,83,1,5.69,3,2,1,321,6,Loyal Customers
16380,83,1,1.62,3,2,1,321,6,Loyal Customers
16381,38,3,35.79,4,4,3,443,11,Champions
16382,22,1,20.96,4,2,2,422,8,Loyal Customers
16383,22,7,587.3299999999999,4,4,4,444,12,Champions
16384,38,2,57.83,4,3,3,433,10,Champions
16385,80,1,4.09,3,2,1,321,6,Loyal Customers
16386,80,1,6.4,3,2,1,321,6,Loyal Customers
16387,66,2,14.0,3,3,2,332,8,Loyal Customers
16388,78,1,10.9,3,2,2,322,7,Loyal Customers
16389,50,2,45.69,3,3,3,333,9,Champions
16390,78,1,19.63,3,2,2,322,7,Loyal Customers
16391,78,1,15.0,3,2,2,322,7,Loyal Customers
16392,78,1,7.29,3,2,1,321,6,Loyal Customers
16393,46,1,10.61,3,2,2,322,7,Loyal Customers
16394,37,1,41.849999999999994,4,2,3,423,9,Champions
16395,68,2,39.31,3,3,3,333,9,Champions
16396,77,1,21.82,3,2,2,322,7,Loyal Customers
16397,77,1,16.5,3,2,2,322,7,Loyal Customers
16398,43,3,28.46,4,4,3,443,11,Champions
16399,264,1,4.5,1,2,1,121,4,At Risk/Churn
16400,76,1,14.52,3,2,2,322,7,Loyal Customers
16401,66,1,14.17,3,2,2,322,7,Loyal Customers
16402,76,1,11.16,3,2,2,322,7,Loyal Customers
16403,9,5,53.79,4,4,3,443,11,Champions
16404,3,3,76.4,4,4,4,444,12,Champions
16405,10,4,30.6,4,4,3,443,11,Champions
16406,43,2,42.97,4,3,3,433,10,Champions
16407,62,1,11.309999999999999,3,2,2,322,7,Loyal Customers
16408,75,1,20.88,3,2,2,322,7,Loyal Customers
16409,67,4,59.56,3,4,3,343,10,Champions
16410,18,2,14.39,4,3,2,432,9,Champions
16411,18,2,63.07,4,3,3,433,10,Champions
16412,75,1,26.529999999999998,3,2,3,323,8,Loyal Customers
16413,74,2,6.0600000000000005,3,3,1,331,7,Loyal Customers
16414,74,1,8.870000000000001,3,2,1,321,6,Loyal Customers
16415,63,2,68.87,3,3,4,334,10,Champions
16416,19,1,2.11,4,2,1,421,7,Loyal Customers
16417,355,1,17.57,1,2,2,122,5,At Risk/Churn
16418,10,4,68.99,4,4,4,444,12,Champions
16419,73,1,6.35,3,2,1,321,6,Loyal Customers
16420,32,2,10.05,4,3,1,431,8,Loyal Customers
16421,16,2,88.35,4,3,4,434,11,Champions
16422,73,1,25.92,3,2,3,323,8,Loyal Customers
16423,32,1,19.61,4,2,2,422,8,Loyal Customers
16424,73,1,13.63,3,2,2,322,7,Loyal Customers
16425,72,1,4.57,3,2,1,321,6,Loyal Customers
16426,72,1,6.01,3,2,1,321,6,Loyal Customers
16427,67,1,7.23,3,2,1,321,6,Loyal Customers
16428,69,1,7.5600000000000005,3,2,1,321,6,Loyal Customers
16429,68,1,14.75,3,2,2,322,7,Loyal Customers
16430,51,2,21.189999999999998,3,3,2,332,8,Loyal Customers
16431,68,1,8.12,3,2,1,321,6,Loyal Customers
16432,68,1,35.37,3,2,3,323,8,Loyal Customers
16433,68,1,22.5,3,2,2,322,7,Loyal Customers
16434,9,2,17.08,4,3,2,432,9,Champions
16435,15,1,6.84,4,2,1,421,7,Loyal Customers
16436,45,1,15.56,4,2,2,422,8,Loyal Customers
16437,67,1,4.29,3,2,1,321,6,Loyal Customers
16438,40,3,43.92,4,4,3,443,11,Champions
16439,67,1,13.98,3,2,2,322,7,Loyal Customers
16440,2,3,54.32,4,4,3,443,11,Champions
16441,65,2,14.68,3,3,2,332,8,Loyal Customers
16442,65,1,5.87,3,2,1,321,6,Loyal Customers
16443,65,1,6.0,3,2,1,321,6,Loyal Customers
16444,1,5,42.38,4,4,3,443,11,Champions
16445,325,1,11.73,1,2,2,122,5,At Risk/Churn
16446,32,2,164.25,4,3,4,434,11,Champions
16447,42,2,36.9,4,3,3,433,10,Champions
16448,72,1,4.09,3,2,1,321,6,Loyal Customers
16449,72,1,24.33,3,2,3,323,8,Loyal Customers
16450,63,2,32.63,3,3,3,333,9,Champions
16451,72,1,13.670000000000002,3,2,2,322,7,Loyal Customers
16452,71,1,2.49,3,2,1,321,6,Loyal Customers
16453,71,1,10.77,3,2,2,322,7,Loyal Customers
16454,71,2,25.82,3,3,3,333,9,Champions
16455,18,3,33.93,4,4,3,443,11,Champions
16456,71,1,7.239999999999999,3,2,1,321,6,Loyal Customers
16457,71,1,21.95,3,2,2,322,7,Loyal Customers
16458,4,4,191.89000000000001,4,4,4,444,12,Champions
16459,17,2,49.260000000000005,4,3,3,433,10,Champions
16460,19,3,21.97,4,4,2,442,10,Champions
16461,71,2,30.96,3,3,3,333,9,Champions
16462,70,1,6.69,3,2,1,321,6,Loyal Customers
16463,69,1,1.38,3,2,1,321,6,Loyal Customers
16464,3,2,20.72,4,3,2,432,9,Champions
16465,69,1,20.23,3,2,2,322,7,Loyal Customers
16466,12,3,56.72,4,4,3,443,11,Champions
16467,69,1,4.57,3,2,1,321,6,Loyal Customers
16468,118,3,103.57,3,4,4,344,11,Champions
16469,20,7,127.91,4,4,4,444,12,Champions
16470,57,2,59.55,3,3,3,333,9,Champions
16471,23,10,178.98,4,4,4,444,12,Champions
16472,147,1,42.21,2,2,3,223,7,Loyal Customers
16473,9,9,141.82999999999998,4,4,4,444,12,Champions
16474,35,5,35.75,4,4,3,443,11,Champions
16475,76,2,40.98,3,3,3,333,9,Champions
16476,18,5,35.33,4,4,3,443,11,Champions
16477,57,2,38.61,3,3,3,333,9,Champions
16478,27,9,81.53999999999999,4,4,4,444,12,Champions
16479,79,2,21.06,3,3,2,332,8,Loyal Customers
16480,233,1,14.52,2,2,2,222,6,Loyal Customers
16481,227,2,19.99,2,3,2,232,7,Loyal Customers
16482,102,2,46.120000000000005,3,3,3,333,9,Champions
16483,18,17,804.4399999999999,4,4,4,444,12,Champions
16484,103,7,142.77,3,4,4,344,11,Champions
16485,230,1,13.66,2,2,2,222,6,Loyal Customers
16486,3,7,154.49,4,4,4,444,12,Champions
16487,53,4,52.230000000000004,3,4,3,343,10,Champions
16488,225,1,15.75,2,2,2,222,6,Loyal Customers
16489,85,5,134.61,3,4,4,344,11,Champions
16490,73,6,56.14,3,4,3,343,10,Champions
16491,160,2,35.45,2,3,3,233,8,Loyal Customers
16492,154,1,14.24,2,2,2,222,6,Loyal Customers
16493,113,3,70.51,3,4,4,344,11,Champions
16494,44,11,526.7,4,4,4,444,12,Champions
16495,56,2,31.77,3,3,3,333,9,Champions
16496,361,1,23.29,1,2,2,122,5,At Risk/Churn
16497,95,2,16.07,3,3,2,332,8,Loyal Customers
16498,301,1,64.32,1,2,4,124,7,Loyal Customers
16499,165,1,6.35,2,2,1,221,5,At Risk/Churn
16500,158,1,22.37,2,2,2,222,6,Loyal Customers
16501,107,5,85.79,3,4,4,344,11,Champions
16502,56,2,31.59,3,3,3,333,9,Champions
16503,78,2,13.44,3,3,2,332,8,Loyal Customers
16504,43,2,129.12,4,3,4,434,11,Champions
16505,45,4,191.56,4,4,4,444,12,Champions
16506,114,3,399.9,3,4,4,344,11,Champions
16507,240,1,20.75,2,2,2,222,6,Loyal Customers
16508,240,1,18.43,2,2,2,222,6,Loyal Customers
16509,25,9,134.84,4,4,4,444,12,Champions
16510,72,7,94.41,3,4,4,344,11,Champions
16511,22,5,87.22,4,4,4,444,12,Champions
16512,12,13,232.31,4,4,4,444,12,Champions
16513,130,2,21.27,2,3,2,232,7,Loyal Customers
16514,72,4,17.96,3,4,2,342,9,Champions
16515,3,9,326.0,4,4,4,444,12,Champions
16516,239,1,76.83,2,2,4,224,8,Loyal Customers
16517,10,36,986.57,4,4,4,444,12,Champions
16518,67,8,307.98,3,4,4,344,11,Champions
16519,227,2,13.34,2,3,2,232,7,Loyal Customers
16520,160,2,13.100000000000001,2,3,2,232,7,Loyal Customers
16521,299,1,7.89,1,2,1,121,4,At Risk/Churn
16522,299,1,1.9,1,2,1,121,4,At Risk/Churn
16523,32,6,293.54,4,4,4,444,12,Champions
16524,102,1,35.02,3,2,3,323,8,Loyal Customers
16525,25,7,159.64,4,4,4,444,12,Champions
16526,147,1,15.08,2,2,2,222,6,Loyal Customers
16527,37,5,83.45,4,4,4,444,12,Champions
16528,11,2,20.86,4,3,2,432,9,Champions
16529,82,2,43.37,3,3,3,333,9,Champions
16530,228,1,6.16,2,2,1,221,5,At Risk/Churn
16531,101,8,178.92000000000002,3,4,4,344,11,Champions
16532,228,2,48.13999999999999,2,3,3,233,8,Loyal Customers
16533,124,3,13.67,2,4,2,242,8,Loyal Customers
16534,228,1,4.49,2,2,1,221,5,At Risk/Churn
16535,179,1,8.8,2,2,1,221,5,At Risk/Churn
16536,13,7,242.14000000000001,4,4,4,444,12,Champions
16537,37,2,53.01,4,3,3,433,10,Champions
16538,34,9,475.61,4,4,4,444,12,Champions
16539,4,4,47.35,4,4,3,443,11,Champions
16540,158,1,53.29,2,2,3,223,7,Loyal Customers
16541,200,1,48.69,2,2,3,223,7,Loyal Customers
16542,25,5,115.26,4,4,4,444,12,Champions
16543,87,4,105.72,3,4,4,344,11,Champions
16544,11,5,144.91,4,4,4,444,12,Champions
16545,87,4,67.87,3,4,4,344,11,Champions
16546,99,6,117.63,3,4,4,344,11,Champions
16547,143,1,3.75,2,2,1,221,5,At Risk/Churn
